DataName,SchoolName1,SchoolName2,NumSHSATTestTakers,NumSpecializedOffers,OffersPerStudent,PctBlackOrHispanic,Adjusted Grade,New?,Other Location Code in LCGMS,School Name,SED Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,,Harlem Children's Zone Promise Academy II Charter School,18,0,0,97%,,,,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,310500860886.0,5.0,40.806204,-73.94102,"35 E 125TH ST NEW YORK, NY 10035",NEW YORK,10035.0,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.757,"$35,109.03 ",3%,0%,84%,13%,97%,0%,95%,14%,86%,Meeting Target,85%,Meeting Target,80%,Meeting Target,80%,Meeting Target,83%,Approaching Target,88%,Meeting Target,Exceeding Target,2.57,3.13,78.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,78.0,49.0,0.0,39.0,7.0,0.0,0.0,0.0,0.0,38.0,81.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,80.0,25.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,21.0,72.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,71.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,7.0,80.0,12.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,10.0,80.0,23.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,18.0,79.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,79.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,73.0,9.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,5.0,73.0,19.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,10.0
KIPP STAR COLLEGE PREP CHARTER SCHOOL,,Kipp Star College Prep Charter School,18,0,0,96%,,,,KIPP STAR COLLEGE PREP CHARTER SCHOOL,310500860858.0,5.0,40.810854,-73.956339,"433 W 123RD ST-4TH FL NEW YORK, NY 10027",NEW YORK,10027.0,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.746,,4%,1%,56%,41%,97%,1%,95%,14%,87%,Meeting Target,90%,Meeting Target,80%,Meeting Target,90%,Meeting Target,88%,Meeting Target,92%,Meeting Target,Exceeding Target,2.54,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0,80.0,43.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,38.0,67.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,66.0,15.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,84.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,84.0,23.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,18.0
SCHOOL FOR GLOBAL LEADERS,,School for Global Leaders,19,0,0,84%,,,,SCHOOL FOR GLOBAL LEADERS,310100010378.0,1.0,40.720185,-73.985957,"145 STANTON ST NEW YORK, NY 10002",NEW YORK,10002.0,"06,07,08",06,08,No,0.764,,8%,15%,22%,58%,81%,2%,92%,27%,79%,Meeting Target,87%,Meeting Target,82%,Meeting Target,77%,Approaching Target,76%,Approaching Target,88%,Meeting Target,Exceeding Target,2.34,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,84.0,16.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0,69.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,8.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,5.0,73.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,74.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0
SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,,Soundview Academy for Culture and Scholarship,19,0,0,96%,,,,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,320800010448.0,8.0,40.823319,-73.860062,"885 BOLTON AVE BRONX, NY 10473",BRONX,10473.0,"06,07,08",06,08,No,0.802,,11%,2%,31%,65%,96%,1%,91%,31%,86%,Meeting Target,88%,Exceeding Target,87%,Meeting Target,81%,Approaching Target,84%,Meeting Target,90%,Meeting Target,Exceeding Target,2.31,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,116.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,115.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,117.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,111.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRONX DANCE ACADEMY SCHOOL,,Bronx Dance Academy School,19,0,0,98%,,,,BRONX DANCE ACADEMY SCHOOL,321000010308.0,10.0,40.885328,-73.878058,"3617 BAINBRIDGE AVE BRONX, NY 10467",BRONX,10467.0,"06,07,08",06,08,No,0.8240000000000001,,6%,2%,21%,77%,97%,1%,94%,18%,89%,Meeting Target,86%,Meeting Target,86%,Meeting Target,74%,Approaching Target,73%,Approaching Target,86%,Meeting Target,Meeting Target,2.52,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,79.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,94.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,94.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,85.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E.S.M.T- I.S. 190,Intermediate School 190,The E.S.M.T. School,19,0,0,95%,,,,E.S.M.T- I.S. 190,321200010190.0,12.0,40.836359,-73.89275,"1550 CROTONA PARK E BRONX, NY 10460",BRONX,10460.0,"06,07,08",06,08,No,0.852,,10%,1%,25%,71%,96%,1%,93%,24%,87%,Meeting Target,84%,Meeting Target,80%,Approaching Target,74%,Approaching Target,77%,Approaching Target,82%,Approaching Target,Meeting Target,2.25,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,73.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,75.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,73.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,71.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,68.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"M.S. 267 MATH, SCIENCE & TECHNOLOGY",Middle School 267,"The Math, Science and Technology School",19,0,0,92%,,,,"M.S. 267 MATH, SCIENCE & TECHNOLOGY",331600010267.0,16.0,40.687938,-73.932378,"800 GATES AVE BROOKLYN, NY 11221",BROOKLYN,11221.0,"06,07,08",06,08,No,0.826,,10%,2%,63%,25%,87%,3%,86%,46%,97%,Meeting Target,93%,Meeting Target,86%,Approaching Target,92%,Exceeding Target,80%,Meeting Target,91%,Meeting Target,Exceeding Target,2.43,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,28.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,53.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,47.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0
BROOKLYN STUDIO SECONDARY SCHOOL,,Brooklyn Studio Secondary School,19,0,0,33%,,,,BROOKLYN STUDIO SECONDARY SCHOOL,332100011690.0,21.0,40.604847,-73.99474599999999,"8310 21ST AVE BROOKLYN, NY 11214",BROOKLYN,11214.0,"06,07,08,09,10,11,12",06,12,No,0.608,,13%,18%,3%,29%,33%,49%,95%,16%,85%,Approaching Target,75%,Approaching Target,82%,Meeting Target,69%,Approaching Target,67%,Not Meeting Target,78%,Approaching Target,Exceeding Target,2.77,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,6.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,4.0,74.0,8.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,5.0,68.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,71.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,54.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,58.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0
KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,,Kipp Washington Heights Middle School,19,0,0,99%,,,,KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,310600861013.0,6.0,40.839408,-73.935772,"21 JUMEL PL-RM D109 NEW YORK, NY 10032",NEW YORK,10032.0,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.78,,13%,0%,12%,86%,99%,1%,96%,8%,91%,Meeting Target,96%,Exceeding Target,90%,Exceeding Target,92%,Exceeding Target,89%,Exceeding Target,96%,Exceeding Target,Exceeding Target,2.56,2.86,92.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,92.0,20.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,20.0,92.0,20.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,17.0,91.0,17.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,12.0,97.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,99.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,90.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,89.0,20.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,15.0,96.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,96.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,18.0,98.0,10.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,9.0,98.0,27.0,0.0,2.0,25.0,0.0,0.0,0.0,1.0,24.0
GRAND CONCOURSE CHARTER SCHOOL,,Grand Concourse Charter School,19,0,0,93%,,,,GRAND CONCOURSE CHARTER SCHOOL,320800860872.0,8.0,40.825693,-73.83840500000001,"925 HUTCHINSON PARKWAY BRONX, NY 10465",BRONX,10465.0,"0K,01,02,03,04,05",0K,05,No,0.847,"$25,916.69 ",18%,3%,40%,54%,94%,2%,95%,15%,98%,Exceeding Target,91%,Meeting Target,98%,Exceeding Target,85%,Meeting Target,88%,Meeting Target,94%,Exceeding Target,Exceeding Target,2.83,3.07,65.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,65.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,73.0,14.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,12.0,73.0,12.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,10.0,81.0,10.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,9.0,81.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,44.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYDE LEADERSHIP CHARTER SCHOOL,,Hyde Leadership Charter School,19,0,0,99%,,,,HYDE LEADERSHIP CHARTER SCHOOL,320800860903.0,8.0,40.815594,-73.885238,"730 BRYANT AVE BRONX, NY 10474",BRONX,10474.0,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.779,"$27,967.11 ",8%,0%,34%,65%,98%,1%,95%,9%,82%,Approaching Target,84%,Meeting Target,84%,Meeting Target,81%,Meeting Target,88%,Meeting Target,90%,Meeting Target,Meeting Target,2.41,2.53,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,72.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,72.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,71.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,73.0,7.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,7.0,74.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,74.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,9.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRONX COMMUNITY CHARTER SCHOOL,,Bronx Community Charter School,19,0,0,91%,,,,BRONX COMMUNITY CHARTER SCHOOL,321000860914.0,10.0,40.872656,-73.87484599999999,"3170 WEBSTER AVE BRONX, NY 10467",BRONX,10467.0,"0K,01,02,03,04,05",0K,05,No,0.7609999999999999,"$32,642.03 ",16%,3%,27%,64%,91%,4%,100%,0%,96%,Exceeding Target,96%,Exceeding Target,94%,Exceeding Target,96%,Exceeding Target,91%,Exceeding Target,98%,Exceeding Target,Approaching Target,2.43,2.66,47.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,47.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,48.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,50.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAMES WELDON JOHNSON,,James Weldon Johnson,20,0,0,93%,,,,JAMES WELDON JOHNSON,310400010057.0,4.0,40.797156,-73.941285,"176 E 115TH ST NEW YORK, NY 10029",NEW YORK,10029.0,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.885,"$26,905.07 ",12%,4%,26%,67%,93%,2%,92%,28%,92%,Meeting Target,85%,Meeting Target,85%,Meeting Target,81%,Meeting Target,82%,Approaching Target,91%,Meeting Target,Exceeding Target,2.46,2.57,86.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,86.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,86.0,14.0,0.0,3.0,8.0,3.0,0.0,0.0,0.0,13.0,86.0,12.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,12.0,93.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,93.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,87.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,6.0,87.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,91.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,91.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,90.0,9.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,9.0,90.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,,Isaac Newton Middle School for Math and Science,20,0,0,92%,,,,ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,310400010825.0,4.0,40.794167,-73.932694,"260 PLEASANT AVE NEW YORK, NY 10029",NEW YORK,10029.0,"06,07,08,SE",06,08,No,0.8420000000000001,,9%,5%,29%,64%,94%,1%,93%,23%,84%,Approaching Target,87%,Approaching Target,85%,Meeting Target,84%,Meeting Target,80%,Meeting Target,92%,Meeting Target,Meeting Target,2.24,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
